uid,qid,0.111155
6edfd8c08d82cb2b41ed5ad77d8acadf,6a634e9b38ed2734d520e5b21657095c,0.002105275
0ac310a6399f7fbd091192a043992070,b9cc91c07d7699a70d31a264a87a7b0b,0.199669
f26f271cb409afa46a4c1926aae504da,6caebf4f81063b24bae57878afb3fc6a,0.04344433
c40b8c6b4886e63e48a6bb9310b24fd8,78771770cc2fe0df7aff0598a4d71226,0.04771183
ad68c3b8383aa272b1f1a0efb5acc3d9,df0597d4724db9ae3fe9c5f0880727ee,0
6dd3cb1333adc6ddc9118e66bde0fe7d,9972b04aad3a135e96db1caf581c079f,0.5108618
d4147e2aa4bcc76573f21919b5837c1b,2d4ad206a559f24f10197a085703c397,0.01599117
29772b6f24eb2ab6748a594d95d43c2c,852ff4f8137f2cc4a45d70a48f051bb4,0.01309236
963f9be0acb3b063794c7341adcc419b,f3e951386795746a630f8c13e5677bd7,0.01336155
6f0a1fe98d9efdc3d2a0e4d42178b7ab,6974c48942e6558ba0404827c9c5a300,0
306a4fefd9f1e4a864db976afc87bd36,c3a34b18835bc569faa8b1eabacd23bb,0.1043416
0a2eea38910e492a00b39e4d90060dbc,99dcc4b28022a7c81f3f8fd6ebd9baff,0.01222929
448fabb5e06bb132b9db180596e9ce83,dc887ca61f8a041ba55bbf1cd6da060e,0.01159355
e08870a2715ee88ed8d32edb0d70b899,2959e9b1d52f1c6fe201d8230a8aa8f6,0.1463051
5777933407271dc9525a65bbe71f4b01,4a5f39201c97469b400e4f43066ca9cc,0.05086683
83d6f07fe608f88e5025a6d4dfb2b8c3,897ec217a13c1b407384a583f0c1c1fb,0.04105077
6f2b7ca00550ea3dfa5730fa4895d038,2f2b5b3b152cb8b0c2b766c9e1c07370,0.05201345
37b54ca15234e155c69eb469be07750f,0923bd83be713cdc96751258a046e7c9,0.03351627
7882e4329244284340722e603dad92b0,254361767df026884c68d9ed93ebdf2b,0.2161034
4da02137c18947d6db23c590f731dc2a,363ab2b2875a89bad686000a6782acfd,0.09059796
4484b111cef5086fba022b00e2561ba1,856c37e95b1a918d99e0cff0cdd3fa58,0.05471004
4026a463849b66e209fbe5dcd0a5f660,a119aa4ed07080897a63ba1708de0cb1,0.02323576
4c6dbb8183c11c318c21d0a1e8712b38,dcf246d1c67b0e8507b4f7019d5f94f5,0.5675687
bbd5be58a436656a0aff6946a352be79,bb2b836a3f4bbf457f518455fa374d61,0.2547369
ec4044876556feb6340a19732ad580d5,897776a72d80912c6163e73cd14789d5,0.01107761
a6bfdf8deacf6389a74308337092831b,541df6f641067c8478d5b7afe9f67548,0.1351479
a024c453abd858cbeb6ca8db09a61372,ebb47aef9a69c259cb62e4caa46397f0,0.01355169
91f16dd51898e8dfcc4e1848f223a900,db4a4efde86ed2cc058fd703b077d8ee,0.01206619
8cc470e1c655b5bbf6e8684509b44205,6590ac6dfa7a1407858420bdb892d9d0,0
79adf26c32ced4e55865e2b7cad4d303,12f8417d75f38d1d4048716068bf06cf,0
1617d9c1f92a77fba410634a1c3c9868,4cb41d126bc4b3921023481f2c333931,0.03063419
7a8c3ecc0ab87c9a0d2fecd0ac3a11b7,181c715f2ce2b271b30cef8b2ec61eaf,0.155919
d7179c626e71053a46f57057473b5662,aa9a391708fc800a882caa29fe1798c1,0.2388487
bf99f0a03a1691c6d7b279b430ad236a,14e5b30b02906cd97dcabd4ca7b9183d,0.04022758
ab8caeaefc90b2d74f7ded62f1095818,7f95d3a6358f3abc7753fd4e5514a752,0
ab8caeaefc90b2d74f7ded62f1095818,f9f3dec6c6126db494c4b3859bfe0fb5,0.003956869
a39c1bccd57bbdea4a56c91a6144b7db,cca7174ab8378e42fd9c5db77bf95bd8,0.05385771
4783e0b02a8d6ca3bd9f9caac7697b9b,59614a8aa6784278d6d8502fda5a2c3f,0.3649602
f4bd523552413a2acdaa4fb316091279,5e8b835ab06ee33e900b6a99cf7a755d,0.1882873
f59c0882c62d5ad5fbdf90d99cdd1911,4fcd97b5f2199a5dc56f2034eb813adc,0
29772b6f24eb2ab6748a594d95d43c2c,3349f8809a75df5701c5dff3a5c4c2ef,0
d4147e2aa4bcc76573f21919b5837c1b,3ed5c23dffd70712defe79fe8f7e6305,0.01122992
6cec81ad8ac017499761716dba02563a,b51357f6c68429363aa3af1dcd0125fa,0.008711527
8b82d190a4f6075dc87b90af279f27ac,b551431275f3f442e3fd6975faf2caa0,0
386ea72d3d2b3457028e7e4565dfbbad,eeb891687f7df00718d8bb218a387d8a,0.1762866
012c6349c9afec5973d4910235b53459,133b1dbbca3a62441063638b6b66243e,0.1158842
e89ab7b4d82c16e073b707e1d0442873,2097beff3568bad7302af59425d781f6,0.129972
04be1f99ffefa46fce6fd10cfe389204,13d2ff6ed6170a27d007888886eff1ae,0.09842893
c37fa16bf69fcc19f355dc0611792207,56aa3d77e1bf2ebf0b27a4699c12c9b3,0.01041472
32d7824979c7a4494d09ab484a06ef91,54307bba567ca874950600b11202d488,0.04963612
4f377ee75ae5420518d04172531cfda1,2570b7b7faa0540df832d04b293f5f52,0.001382092
16c7649d2658236e5eea90531437e719,67d726b2d02fee89f0b691d399bf4d76,0.300914
ff200f403aaf291489f46b0a8e6aaf06,64f9f7aea81c820f89b4fa0bc6c5249d,0
63d22900670ef61d9b7653a13cb873ab,3b5ab09dd86dfd707df5a19d4a3ffe66,0
651e2cd08463f6e8a891b2a0293eabac,74f18354d7cd08dd00b7886fec2c4b64,0.08582452
0443320a65c4b7301e41be5148b2266f,8c33c815d9a996976c8471ba558f55b7,0.1336733
7a50ff80c64031ebc5c6c1968934c0bd,c29cbe1e6d9287cf403f3db69e5fd386,0.07764246
534911f4501deddcf524dfec245a31b3,f924e33da457f0f55b7feb10807fdebb,0.06283943
f606484bee499b19c2622ba678064705,2d52e8ceb27b3e2da4bf8846721e57aa,0.5428964
87800c5b2935004f45b5cc9b30e7cdae,ab1a63c27295e4d38d0b722bb85dc2f9,0.345044
a11a846ac27226af0a5c7c879181004c,936c4a1e06d8e91aa255a9033a4864dc,0
3250faa20f70114a3921b71d9854982b,11ccc1bae27f606616070eca12441ffb,0.02348191
fc0f1cf754b64d0120ab17766206a84e,eee31fe624795980664583829d42e647,0.05791909
8213129725a404c15387ef115986d0ae,02327643b93b99332078341b3d782167,0
a57f9a43e05980147f50bb773ecdb6d9,6723d9acc516097037e403879a17aaee,0.02523993
1154c90c4f0dbf88f4601cc2e00871f1,98167d95e4ad51567b99054484666f85,0.2033617
89990f3e3d4cb822613620e61c41b60d,e6abc914897ea2faa14a866d98761c7e,0.7707887
c0e85b59a6f7dbd92c489be1aea97b20,9c4fc0ea95d940dfe40811570afbeacb,0.1792304
8ad5cb51b52a0b3c043886b7292b8d61,04ea13a05b5a45dc93ae206073a7b470,0
20cc3ace5d5614c76cd00ea8a734dc3f,fced33a8a5704ec5cf8171dcc0fcab9a,0.1762203
cf8e3a022fe02fcdfcd9226a53d10faf,4b89da038ffd8a9c4873b95b134d7ca0,0.04111753
ad9aad026b408e7d56bf57e85dd47eb7,930e12548ed4604582e837c7f2f9c2d1,0.1070802
b4b253b68df4f90b97232e3f908d70e6,54817009e9a09cc9ff539d995df0bbda,0
a39c1bccd57bbdea4a56c91a6144b7db,3645b41f2f0f9edb2072c55253736aa3,0.05387333
3149923d07a4116225382ab4e94fd600,eb71005e2b222b722678c47bbe16cfbf,0.1011675
12dde3c6664a9de54942f47ba4babe3d,594328231b17e500d4535c6380809803,0.02827832
a392c8638193dce716bf81cc4af52ab5,9468b45f4ce871cb15fe0069b08b6359,0.0192548
fb1802de616a28e810711f001f78a88c,8ca84c43ad20a9d6d8b77baab0680139,0
eca2bef6691678dca0361e8eebed40cf,28df814d139c4ad1c082e749dfaafaea,0.006405766
1c12401782f4a87f84f53f6ff892b15d,431878e0a27c099726b516c7a0b04a3b,0.2101835
564dac5a5a102ef48713c83b5f9ce6ac,a6832ac6f1a2b67ff13e20202d58b312,0.2276326
2b95aa619aa6db6194aaf8ec9fbba8cd,311246fa80ac2fc2dc8881a694e9436f,0
ef265e821a3bef561432001bfc840652,91a7142ab930409d5fcc705130225e09,0.3041568
b6568e5755cedcdf6a8adf4038edacd9,0711464bcb5765884e1a0ce3d5cb95d9,0.02275501
1f7a46bc2fe6fff05714bad9af2ad4e3,2a8c9c98d9e2bdec199dc6b5148d2b14,0.286097
84b9b35413af086bd57b1651ee00dbf8,02d54993f97455994b989fbc8608a95e,0
9e33a3b4a8479cd2a5aec4304c9f0384,ba397977d7583e04f9fb7d0e2643ef21,0.05507703
c86645dad2735444d07510b40c8e691a,b346e15576eec31b1b26aaa3459bdb1e,0
2cd353abd80139cd8cb8f5ef9a1c6809,ff1ba0ccba4887815df63666b4805ab0,0.3187539
084b7d0638b5d35f55da2b81231fb21c,e548afe616a4c6698d807a0919b494da,0
8921293e24956922f12733bc9b30fb74,f1f2961f1d484171236c4f8813320ccb,0.05008141
435e5142e222a5513d55df20cb63e8c0,26b6ba060ba6a66f1fda7c3366e1be63,0.1299884
3b629b56100085b690bf70484e710e7a,e414c4a6b9be1409135662ecd1c05812,0.1086677
b19b374c3f1e583d46d7203a5108b4de,83119b8b5f3e6312c66f67ff1e8f5dd7,0
01e4064d0547e102a7880b79b39d3215,bcab0b2f79895f6ce5bcdb2905df4059,0.008594025
90f018be59efaceb00e0e8c8ef52be5d,f28c3bcb11bd4d633bd1b1e66c2eeff6,0.1046336
a41adda6e3ffad7d953f51b9ef6f058f,d0b5598d66f1988a880da5f8789d8185,0.1375469
97c59985f8ee323250067ae30358a73c,d7f565cc7f16558e178b01bd7ca022eb,0
b8eed8c1485f6f3517d1a2b49ad9ea93,a4cd49f5ccd8ad19af2d46732f1733c1,0.904302
c84d67994f912b6c704f4c64aa95c73a,a52227b45bdf824c06cab5e512d7784d,0.02287779
b0223d3966447682b2aff86ba8778a03,e9ad265f5b29e50386840ee7f2fefb07,0.06007623
604d5a2b3c044da104a1e4ebf7c9288d,a857f4ec309327d9b950ebf443cd906b,0
2cfeb16d8de430685b4b6bee0e052582,396706231dc5de428925a38b4da496c0,0.2063747
863d762e98cf412de2f0ec4fa874093e,b30cf4a71e4d8bb0c34ac8c6837f1ed3,1
12ff376b69ba306280d7b1fc62b94edc,1bb1e112072c03caaf7cf8a28d65d185,0.06059903
1b304db09c396065b6169ddd73b8df4a,b5d1d7810c71b6c1a5f349f8bbb2dae2,0.7306845
04c1cc7dff8e4402eafe8cc786bfc220,7d37242d8d4adf3050c33dafcd7c7295,0.06477062
f7728a0571b9a9cf15502d5acac0a8a0,51d408e537d29a0602af6d3b8aa41eb0,0.6226791
eac75cca1fa173f1786c769a136b49e5,8aa8c6de4fb4b7cd83799c8d0659cca7,0.1408517
9e5011cca801ac899f9b9974b5424238,036419e0cfdccab749b69f3a7e378356,0.04181182
7962e0d34fd6a51f87f799ec791b25a1,8276644a868d3845ea4e7fb6e38b0457,0.1527655
1f6dc9923d891fd72f7093a2a49f67eb,fe9c6819843938afe749da071f62d04c,0
16c7649d2658236e5eea90531437e719,c8973327cdbe92816e1128a5dd7f511d,0.1564861
86cfe84c39d412cf9c20d8ed21ff9ede,b96ad95f22d224e02685507b741c7ed4,0
4462dcd2a36977b42981ac22436b2f06,5956bdd963ecda46e7a6aeed4465e5af,0.1465437
0a2eea38910e492a00b39e4d90060dbc,28693376dc535b2cb0f57d6da6eb81a6,0.2444528
dc1b72ca55ee79f99f87248f28ebb04a,1ccccbd6f994ac06a846d7571df309c1,0.2389041
4167b85a3ecb1b491a96fa74715fe582,2896f413bb4cb425c9e54af67f5905dd,0.09984089
fbf501eab7c21d4d21163d4311ded4a7,31bf567ffb0ca584b3c6ebf10038f642,0
64609d6f432097b27d4da519c504bb97,c181520804c8743af4cc726a04207553,0.7236407
3376fa9eac23dcefaab8e20e822429cc,bdecbd8e3951a81f26db6579acea6a6a,0
3748d27ea7f8a6fb3df8da461f6d6422,88d0755835857e9c9825382310399895,0.08789841
31ffda68eb2e6fc79ba94df7ad306039,e2ff276f59d98f053ed6bb529d5056cd,0.02902941
bf00c4e3d684d2c8d16b1cf33ba46fd8,2a881ec2cfed22dbdec8eb19afaafd21,0.1892546
b06674d5f2135b4f296d25677a795f80,02b5830febfe51d7c8bea420f08e0b6b,0.2801602
e5b78e77c1ebae5689b63e4ab0d82990,fcdcc3fb28742907adff4f6814fca073,0.06651878
c181c60fca4f4a3ccde9fc53312cb42b,98c280a351d0e1343f3c9ef1c56ac89b,0
c0227aa3d34e33603f9a7b49aee80a15,bf5e4614154c602b9aa5e50dc7452a28,0
8348802e724a93dfb08f89e8f63cee95,db0c953391d1cb1618a5089b1d87656a,0
406eb8a04629fe6e453e793b5368faa8,abce22dee023465191326c757858d2b3,0.4049498
4d6fc0f7cdfc7651cbb9e31e1bdbfe65,fd369494d810708f724eb093a035438a,0.01663104
c949ec959fd366877062e4e75d50e221,b79ec7c8199eba26628dd28868f08420,0.02716169
a7e21b08d7dfdd7cd372a0e4d540c7c6,5545322118f3774bd21a1178121bf00e,0.07631417
60ed67739317f1d8f9b23ed5272276b5,8d80666b0293212612f2a53a89ecc7de,0
3909c0767ce6a7b4efe8f98634674be6,9fa291f27e7ecfada8d93c6f98b0196f,0.2777695
4affdd0da0b53232b9df3704b047d5d1,48fa4161229a605b52485a9b4bcf66b4,0.202978
7fd59e3f6cb8f279a6ee9ab8b7e90b64,3cc1c0e49db2f875ecc65aaec32820a3,0.4850768
71aa4cdd6b13d27f1e9980a323c8b93f,f81e0e42d62f1f989e6bb4ad3d2bf6c8,0.01431289
fa39746bc5c620d4beb5717f801e35ca,6055c3e9b80b9ce4b00c004603af37bd,0.115655
b5023eed137b4b6fbae3e1a61f83da85,49193a4c80e04e95db69c3a0d43d6afb,0.007611173
c3efd05fc83791a357db6059ef851053,60f2a7b18e786a327d42581e42acbfa2,0.01477822
5b37fd548a6277856ba52e255294de70,86112cb977d13750598c75fd397571a5,0.005156765
0b3ed7dcb6b3d82c7c5aacbd71f9d88d,298546bed3817c6c5410b37a4f1b7186,0.002528617
a9bd208dfb821438dec3d91bdcb38735,38b31b288ef437dd0096475238371e12,0.07171643
8f8c7264ff747d48fd53cc4c15530361,ad8b80d964e8ba7a60f121e80938be16,0.8524287
6c08d317111df001b6e5bb9a295866a6,42d2f9ab553fb25e21743d202f9e0e30,0
cc23ddf4da156c4851db027e328ecfdc,092d8148d3459ccadd456a2b51f1d2c0,0.0170109
81d6e067b82871e753ac35416727cd95,686770267c88d9092d6c75d3821c69fb,0.3013931
d45a509d774b5b34043e9ca715a34323,231a23efce34a710887f77d9ee5a5b77,0
d7777c477211a91893a689c60d9dbec2,129ab411a59116dd47e4e9f89159f9b8,0.0110772
08c3a1126c25abdeeb66cbb7b033c03a,5e5414d531371dcf6a94c366554592b8,0.06447091
90f018be59efaceb00e0e8c8ef52be5d,2af1908511dac046ae126bb48b66bf0e,0.001795909
a29c5300f4525d41da0c204469e9192f,3665e1d10c2e7f92512eab1816eb815d,0.8102328
4647c40cdc11e3e04244067ec513e072,1d255dfa15b070e70228050f910d2b3d,0.05910556
41af430507dd56db2c37e71ac7310dff,49671c8078333b210143349f306406a8,0
a96c0d1b98dc82245eca78bc4d7b7d95,b3f94568955f22fe985654c7878b0828,0
1f70e986ccdde192adc9575086afe6fa,1e4b3762dc9f77873b30d1b750a8a2e5,0.02905538
acd5f47c8ec77da8a8e4dbc7c40f6a96,8762dce460d4bf288f50c6bb9414a668,0
a65c2d22f24155cd4dd49e0adce5d402,16a515ef7994955478a9532afd709c34,0.02950382
e6f41edac2a28ab96829a63016f4e139,845e33cafdffead1fbd1e9900b9d13b9,1
95ccc8646371a33288bb80a523290131,a4b3e9b338e593faa37df98956fff258,0.0177994
cd952c68faec5a59e7d075c0bfcab940,0e996ce4c5c876c301b200bd09fd9dc0,0.3476354
94d9f8772b4cc6e541fbeaadfea1a9b3,dce9f4c7c12a50691b4db4f212fe0edc,0.8028093
d229d4684960cec5020f21433db76ef2,e77c46991a8135e7af9f7c23c107aa36,0.1729385
9bd2ef88199bc0b027215194e8d481b1,5c500adbae0fbafcd94a5fbaaba74cbb,0.007073727
213f8235b0b202541723d3b34fd536f4,8964cc496f9c29950e836e4716cb78ba,0.2402017
935bd36b654f5949420aee774e90593d,14cca672e5aeeba3c6bc4a54d3a90b45,0.8356091
da3d9df1c2bd27d7205f56c08a054d69,930e12548ed4604582e837c7f2f9c2d1,0.09480497
c54215d71d67cd014981a8ae30c825cb,54dfdaadf33b291ca5ad4bb7086b243d,0
87c13af83d28eb48a91d1331658ed00a,353b97a5329138706fd167398f47de4d,0
61722da79018be96f121da69119e6154,3387eb928eeff9913cf66e593628242f,0.05518921
68542c3df697662ff2d008b17d1c222a,f0feabca8ce61aa955049593d26ced8a,0
957e9b5b073c2faca73309e9fb89fb48,7c8cc1e6059a2cb0bd3ec3caf1968392,0
c18319ddcb344228b273e971f98ab275,82b91f07937fdaed5ae7015ffe64059f,0
e390e0a27a3aa204397f41c1e7b9c38d,d5650cb9e3e8d4815e88dd986a01a290,0.01913792
8f36cfc717dc2aa126bcb88372fa026d,5a9ccdb306ba547153b65aa5d77c9f19,0.1024619
84b9b35413af086bd57b1651ee00dbf8,4fb90f789a2f9517523f66e281c6721e,0.09028879
e41c1cd63f5fec42611afa9aa0efd1e8,22ab033b8a6ad024e5970b12ea79e68b,0.01722743
a532b77f55f32a4162dd1824ca838fd0,ffbb53c5df9ed3303927fd182b679de8,0.2605928
bff3f7792a94a4ae10655686e6aa934b,96386bcfeea58ce604a7bd135aeeaa8a,0
91f030e3b9a01cd393119d537b4808e5,6329362c698c9dfa0cb0b24d6a3bbe6d,0.753455
5883eb508a8120ce1d2fafdea9a0424c,d94a0f711871206b8d135c8d3611604d,0.4535752
9255ebde1cfffa535cfea1e98caf3f27,2df159e828dd0c490e268d6e1aea72b7,0.003350958
17b50a29080796724af0426932c83665,0a3ecd678ae7eb04057182bbdbb2f162,0
b06674d5f2135b4f296d25677a795f80,aca66fadfe17f3e59265a03cb21dfb4a,0
25c1e69cb56115d35f33f7be1641ddfa,f7bcf8b9c0b4cf50376ce8a4b5892366,0
f1092a4725d8cb9858c4f7fa740f773b,359166241f4ae158f068111a8c3f4698,0
9f62965f3e9b1f98a56fa4a031032cdc,7e55b3b5c3b8d42acd0702644cbfa654,0
2cdf5061fcc50d016d29ad19e91ef8e8,652a65523aac2a9c339744a96d9274cb,0.1697578
207cdae6d1275a7f00769dc2663c04fb,3024a04439c3719e51ece44269c7e90e,0.003172914
a218c1276bfd6005e9f3ae11579eef7a,8e2f7a1e74bc7bef24e162182484af22,0.3611153
a6d25a15d96fe3ca8aab85cc9e9aae20,d89ba77362d02bea512703fa0e1483c9,0.8156657
3c3a3015f07e97b36b0fcb77922497b6,dc8e3f96d89a528ba364f81833d0b615,0.0770219
0dc778fff7b5b68bc8ed2966dccd54d3,a0cb4ae444404921fe1409a632518edb,0.1472358
f18dfcdb688177a82ac9da53982a4b9b,f64b405eb8b520638bfd541fc174fd2b,0.07924791
4eed6aab4dd5890f2f8a30af920c626e,9b909b3677abe075103856eb8dbc6393,0.009267986
