uid,qid,0.1112434
2b95aa619aa6db6194aaf8ec9fbba8cd,4e0254444c8ba4087e62a5f37d9a23d2,0.06795191
97970309b0bcd0a37e79d53f07e43926,c21252bbb6281ea81d05d0a16b92b9eb,0.4467743
2a0cf109de60d800d2af24167996c691,27fccda47307a2494652869d0f34c55f,0
ad68c3b8383aa272b1f1a0efb5acc3d9,1831b635dbefe216a4c16d11083d327f,0
d8a274ec468ed6cfc3cf6ccb29b6ffd3,fee2f937faea3ba86d6a2ce70e34b522,0
e3cd5546fa63fe120810c8971ccc532c,46dfa18d7af81c4c32c1f468ba0d6db8,0.02993665
0ba8c662aba60e981b90304ffa8e605f,ec6d6039df6d2fd30676e13fa53ea8d2,0.05341158
fb1802de616a28e810711f001f78a88c,4c9298c8ccbe475736afb2c315aced0c,0
b00e0c876ac0cfd10b72e55e0f390130,1443fd251b6e5480cdf69be8a0dcd940,0.008314822
9c626e81bee20eb2ad8ae313ee9e6865,e05feb7a460c12ea2c38631c5f0c244f,0.4434276
f7320ed6ebf23cdf3ab5c12b8ab77325,c892150841e016e08612fe2dc5766819,0.1304982
68c62391b0803501af57af46d3f79c36,9e44e895d839b33b25089c4ccd19f06c,0
ef46b19915ca45e0d0f4e1b6a8b73e88,09f3c513c8c507fb70fd2a5e1c83f1fc,0.03004683
26b2493e631cb2ff23835e22c10ece7e,8a543b1bf3a712cf2bc38131890e92d5,0.3982849
b7c45f0ac26d08b6eb62fa28cd15cd96,2d231d0a1db66f5af27ee4a657793af3,0
98f059109008cc34237d2bc108e7a6fa,f8a227554f1e84f1cfbefac5421e3319,0
54c333f69118bad9ad8f71784a36a8ea,b8679fd2bf662fb7de4a54cfc7f0b33f,0.2721542
d2d239b61d325b015fbee8121368f4d1,a2daa887ebcdb026b8dbe163bbf24389,0.01409792
c181348b1ee3db40681ef4e2da0c8808,6caf670192458c91a7a03a5b3307c7d8,0.004598289
f11a55c6862edfe8ab884a14c9db5f71,8bdaaf6d609e1ee3d35a6923c4e01353,0
4e4e03a9f2a5ab3a1cbfa2c8c39d59c2,c78dd60ebfd59f550855836d0f7e8a61,0.02821997
c503f8ead2e68f8746f8f817f7d4b237,e7e22aac9e2cf946de52ca535299d78a,0.01137077
e7bbcd70b504f7f29cc7ce7b262b5b0d,407f37df7b124d025807350315835bd7,0.03788519
d5c0f0a36a8358641202207e0a124f7d,61fa06d8908d0e4710a599f970f0ab5a,0
bbe9a6a80341c9a1ceee537088b69b88,8b2fe038ed500d09ad4e42908d533784,0.03869026
83c87c9c7692ec7d8d2eb1c031bd53fe,8e364577bef5c5cce0071bd305914c89,0
c3acc1648a2847c2c6f47c0ea1fa6dab,5f0637093e7b49593a734249561be1ca,0
5e57e9bcbe111e4bf06c607bab1b8d02,3218198527bc02c2443c8c4fec797374,0
818cad5c91830224852ea66562c30de3,30638b7c0b57bcd65ff16846e91abb6e,0
09173a6b2580cef8ae960ebd8dc03298,70e8481bbbfe35f0663d13305e74498f,0.4026514
d30e159f20e3616ec0e465513a45914c,3950c843fb0d1f18f4bd4d782d59bafa,0.04559697
e0dac6807b7991bf46c85bca47ab8106,a4cd49f5ccd8ad19af2d46732f1733c1,0.9441395
c76ee0c59b289641c980ce607201eefe,a189c2010f01300f833e82f4fc121c43,0
7ba6b38b2eb03a037ddbad37b342464e,658c7f90547fc0ff18fd978a60f597c8,0.2235887
1a8d5bc46faba6483009db74a66a888c,195b9330c8ed290c00e969b17d182d7a,0
a28cbde2bc35cd3a508d5bfb1bfebe4b,9a925f6f631f285b7d11c6a1d346d859,0
5086b2f3a34dee6b822f3ed54b33f40d,6a8e0115dc1b502758815be53f7881f3,0
504fab49a1da12ad5b3f5900aa255673,64b3db272fb61ec6a223161fbde881eb,0.03803436
f64c725d0c334331dada5a811e1979c7,cfa8907373615ab017249d1c6d055feb,0
9cdc9288627a2159274ca44d81cf5ce4,b4a17e97eeff58b66033a88b2b054b0f,0
b1faa15c2d5e131ce05326c2da2ceb57,31f7585a0e72e28b851a3b491ce8f003,0.2672719
7fdcddccd2b769b6fdf85e0a7ac73b99,26cfa36f915fe4b4a76ea5e0eb6bf85c,0
10a44cb87a317e8fb4fc853e0a152744,2d36cca0ee6e73281025847ee969675e,0.01949714
142c0883cafd5b51ed434aeb08873a5d,a7e50f142ba507595d83d06e1151a74b,0.08302082
ee35cd7693c599633e1b6be983a345c7,e6ec3f488f7b36d1d6d3feac64c8953c,0
0ac1ce3e9a7631bb745e5d92197ec7dc,03df5c3fd00ccfbe673f3ca5e1858bf3,0.7229655
8e9f3131877d1e0373f3eaaacd3c7073,3e016ebe20639ebd03f27c2434613dad,0.003759163
e078aa89e4e1403b7942adc6985c146e,92fd00520c227a11871f71db27f422f3,0.09184046
72faeded061510e0644322cac8676ccf,b8d462113ffeaa2128fb1ca6e58cb64b,0.2028079
7f0b2edc26ea5bd8175205bbe353975c,24c10e9195b0294522283808acbab1fc,0
1c1244acb898d2078d505730df5b5873,8f4172a5a0f68f517cfe3419f3546caf,0.05546975
d5957ce1685549cb60fae6af85da48bd,bbe9f698d2515bcc20ff3d41243431e0,0
74e6cfd333712ae224091d22b3ac5ac1,5b81effa0f7ffe14ab55a82e49c4b047,0
31ffda68eb2e6fc79ba94df7ad306039,718bf6d138499c865632a67ec0bb7c73,0.004083838
1d75ef2319f9d48d9216d9c8a9ab1889,58a729711770a3bbe8aa01dd5b23ce86,0
339499263f2b0226ed68bad25d53bf6b,384ce69c6108acceaf0cb31a128b17df,0.002276267
d2a090306145ff5833081dc14e5ad8ad,f60f6998c0abc56e719897e9f8322326,0
45f6ba6d6c5cd0258b1d75630a4382b9,c936863625202094fdb62c0c2ccf576b,0.06821798
075392b2e37d91d5f15e1d05f109d777,76c8242c5a5ad20cf89281999d9f8c71,0.09952168
acd5f47c8ec77da8a8e4dbc7c40f6a96,fcabebf346a50c0ff153ce6e978c6258,0
ce26d8a5ec55147afb19d29c22f6fc96,ddd1a28f0aa3726a93535f445d114f6c,0.03565231
090215c0ad86e80ea50cb423bdfcf4fa,1eadd215c11670b923c6c3f868b77fc6,0.02426139
9ca313d8c1d9e65f3ae5fc640fc09a17,9a918741f0599358b27a9d9dca71816e,0.05762826
386ea72d3d2b3457028e7e4565dfbbad,5016dc2f4e5db863527e8e722fb2c395,0.1090633
5ecab1c1fbc5d961e5732a9a9bdbfff0,2167d45d61757ed37f6b99084432d3cc,0
f75af819d1c3482b54751a915b2c1dcc,dee2618eec3e82cbe2f6c30437867bc9,0.1990279
4d1995361c8fb2b60124a3b7ab1b67a8,66f3ea5c3564d5ce31333e40edc04b00,0.1649351
cdd22589b4acfc3f7edde71980622f0d,5f969d244b0bc25f902c8d636e34af70,0.01483995
6a4c8b431c337cefa0131f5959d8fd63,e349a492d9337e3266f3c6289eeb2e82,0.04657293
692381d767978244e87ed5be6af26bc2,4e0254444c8ba4087e62a5f37d9a23d2,0.07047306
7374d475039161076eb485cbfe4b005a,5d85eacdf8be2b65d02c8074a5e09f5a,0.009981797
0ba3eeda0f08954a626b6e3438746d3b,fb5addc408fde6796950ad2405f1caa0,0.1045105
c3aa9a8a8803b36831b70bc7a411c845,c3cea8ef6ee18d57f5d50409a77c741b,0.04434828
4fb97af912c83a35473464f2df1ee724,93a5b1a992a501aea1803fc9a7a76de8,0.03668534
e576f869ac92e0b56a89ea5e01c21fb2,e13419f565027f9c64bdab889acd1cbe,0
9255ebde1cfffa535cfea1e98caf3f27,b851e1b80a65262944e540163ae78f86,0.02711539
231468fe6d535f4f9db632f22fe09ecc,d0fa593f95993839cc2ee111ebaa92c7,0
3524820d3e01f33603fec2bb603e509e,49ebcaf340dd71028ab6bcde00424af6,0.1297168
6b5e0173cd2f4ce2b4fe487088f0366d,35424dadcf07860d975f2f97fecec545,0.9717534
df975952f834068a1fb8b69459e7d54e,d7b8fc9cd98a41693ebc44dafc8ba79b,0.8316165
d92187353706fcd79204a760385266c8,e7ae4c5a272b8ae565568ba9f3de2a24,0.01623202
14c14cd874293a30bfc187f5797f3740,fc61151d052aafc72da3c4508df3e574,0.004903423
cb79ffd6cf000f85e3e1b2610bc8dc31,bb6a91011f8f53a1dd6198b311bcbd0b,0.05148632
990204b4a3686af86635539f1de7c2d2,df06f68e07dfb7f878d3ad205d6a7cc9,0.01306062
29bab3aeb3c6f46103d7d27c569aa4e6,249d31a66970f8edd6bce58c6ef45c40,0.1620183
bb266abe9572a9f7d9ab4afc49bca17f,fbe1b00199c350eb4cbf7281989b6d6f,0
047e8616c731d26840781b1e88c503b9,17ac74fd66945080e47f4d408c9dff91,0
92a6ae0897fa0f7cd7b25820d9710850,f9f855b46fa0b8f3a81094a1ae9ded50,0
5c8a7c81bd1636dcb92727c9493687b1,474c655982ebb745f0e4e9e74d202e8c,0.3587949
8d929d9947648d7aff52b11cb9c0e773,01cfd6dd15e9f1324314c3fbdb91d73e,0.4412401
c503f8ead2e68f8746f8f817f7d4b237,174bf3f878856c0979bf42e86b5eb689,0.0627106
d4147e2aa4bcc76573f21919b5837c1b,3368b02b39ca9b0f7772954093e4b04e,0.0235538
36b3c79f2890d705509a9ca28e115796,30ee29485536f24e23f8de8d6d5f8351,0
a805a437ca79ffd094cf03385838aeac,3ffa3c0b7c4ca8e6940d2f04431189d5,0.003887454
f64c725d0c334331dada5a811e1979c7,6c0c30fc7ecc78c7d8f50e86310bb0c5,0.1811875
34e076fb5e455c05502cf43be29de818,57c813351e4730d5eae956fdfb3dc8cc,0.01790006
0debea04a91dfa661fa5e6337233bd67,2d09947b6ea0fd52528832f1703743be,0.04250344
ce26d8a5ec55147afb19d29c22f6fc96,86c03fe1b1f98d3bc940f8e6cab40dcf,0.05067147
0038cebcfd7268447420d3a64b588c3b,076e8969e6b8dabe30c2a308b5379233,0
f1092a4725d8cb9858c4f7fa740f773b,79c767814c042bd411ee9782b2c90192,0
6c6f7df4cf35f16da1d59145890b372a,4d078522eb3c9c272d5d842594bf14d1,0.479162
ef46b19915ca45e0d0f4e1b6a8b73e88,a906fee42171b828e9bf47e0cedb0754,0.04153757
bff3f7792a94a4ae10655686e6aa934b,bf80ece41a2e20b37390de0777810fc8,0.05739352
b6a9b7f2acedef609ca3f1987561eca0,73f80856e8082b9069ee5135b517390c,0
29772b6f24eb2ab6748a594d95d43c2c,f448a23a202637901e5589357c38a130,0.01119692
09f24f04fb64528ab25a716be54638f1,b738657f3d2c228394393a56503f1d8a,0.1088491
a11a846ac27226af0a5c7c879181004c,3947e4a2b976de6a5105465203aa9ddc,0.1363039
e8c155002414a51e2ee13e4fc17bb696,67e75f69707adf4ebd446569be3ec14a,0.05997961
6a4c8b431c337cefa0131f5959d8fd63,8e364577bef5c5cce0071bd305914c89,0.0497635
2c89055867ca777a6c0a544c4529425c,6f0727e7d813a4cc664fb0276a0214bd,0
bbe9a6a80341c9a1ceee537088b69b88,1bf5017b5d817256e175c2c1d1c298f3,0.03280048
972682fb657a7049aa1f6d417f1a4f7b,91a7142ab930409d5fcc705130225e09,0.5793335
e1b43a51412f20f325ef9360857a7bc4,178c23a776c0979d6c991c9c9b52c430,0
a01f14a0e9e5f18a5489af998e46893a,d53d9a6021f629ffc3b698936cee70fd,0.1397256
c3d12c6045c581155e7252ad5a636b3a,92d10702be2aae08aafba38d8fa836ca,0.6403806
654c1ef7e6032c150cb32317167d2897,4538124856343fb14bccb96a6aea6627,0.005639597
a2d0dc2db3333c32f4850b797306c0a9,9fb5f560cd224aa5af37c307df825484,0.4151646
8e5a89f777bc5b145c1af6bf48ce422c,8b2fe038ed500d09ad4e42908d533784,0
25c1e69cb56115d35f33f7be1641ddfa,679f21d42bc27bb2d2bf276ca33b57dc,0
0f929b143d6c670874ae558f21f49bad,dedbe88fd608fb9183d6ae987ee94415,0
50d4328f3dcfbef882e5aade4cf79a31,0bd1eb73730fb1efcfe3ae025ddf0286,0.01025465
0e5326d055cdf5cbac7a41c3038ed7f0,193e882d879e7aeef5017c9139b79f14,0
acd5f47c8ec77da8a8e4dbc7c40f6a96,e651a55cca49f474717e7b4c5d9096ba,0.1223407
389d8e09ab8733f3ae1918bf7b051582,ad4010a47a71eeaa6eb3377c68858b84,0.1081367
0b50f6de04a0e14e7a7924e22da01348,9d0af42281b597b4ec8a81482881a9f8,0.2910016
7db937c0a4a19f8f718d20b57aa78214,98c3a9bcbae42b3a825187f5ff8e73c1,0.0184692
b401ec9012615c4d236dd727b6732b79,7e427f5505e2e6a8d244a15f0710b661,0.07424723
25c3f27a7f0255351268c3d76daaa975,33a016139c13fb6a0028f5fc7c3a62fd,0.2225697
0b3ed7dcb6b3d82c7c5aacbd71f9d88d,e47d1073450aaa132f6f2bb41c38979c,0
333ea16aa255f2573766751f5afbe433,ae0cb889011ae8b59d0b88943606c401,0
cd952c68faec5a59e7d075c0bfcab940,264bcc08419074bbfa937bb5d7ac2b15,0.05948155
26657dee07de118cb0c3ae1e17062c14,ff22a301a052f02bd525e893d31576cc,0
6928456febe78441e4df6dfcbfabfe73,6fce264fd44fb83ad83d42c5cf037f51,0.02379574
aef7256ebb87d1d5de6ef74352ac1c15,37c1844735b9f4439152902e13806928,0.04998365
fb1802de616a28e810711f001f78a88c,a46977c4e8f6e751723b7cbd04832373,0.1207129
255a6b2b6991fc073e6a99be2dea74b7,23e718a1db38e35dad98d8bf9abd0c03,0
65d35a44f98620910d0c6bfae752eb06,547b061e3239959f4c1138c48549b5fd,0.1223776
99bf47e309d68cda804458e97ad66e55,8596a1c86cdfd6ccc59d68959f9d96a0,0.4950386
86185bc7e54d2b830611e6610881ea0d,6a60373b1edb9253e42514ee08d5eac7,0.4006734
dffedfa38909c37b877359cfd8eb1fad,680ff8a50e88a4e08d30ac52a1e12d4f,0
221c4ed5de09b321379dc20568bda511,c76f7fd83a2ee9fbf9658cf4f0b99356,0
ec8403427449ac00a39c9df13f512b89,4c56426b7af90f5bc38a7f0c67b51ba3,0
c86645dad2735444d07510b40c8e691a,ed2bd719b863cd70fb69f908dda076fd,0.3911015
8e5a89f777bc5b145c1af6bf48ce422c,7baa5c7f36ab57ff6c353d3b194f41ff,0
f0af4e6260fdbc0cc965b97d6ee109b3,1a10c3cb186a706845f5db0e114cf04b,0.1176984
7a662bc760469f12b0b91a18d2d6135a,440c235ae8977f42ff2db5d515a7a519,0.01784135
2763f962baa8e0d7031507f151f7848f,abd62100bef19fad3fc86d7c30b029d8,0
0eb890cad361d8f5ee195f8231864b60,f81e0e42d62f1f989e6bb4ad3d2bf6c8,0.03562225
1ff41e1314f6f32e982922e74a7ccc66,df0b0bacc7022ba61e7d41d4b275dc46,0.0005795342
8f71d9d456619a9ef6d10d778c058ae8,7a5703daccbbab4ab2ad23a7ab2da415,0.03829512
963f9be0acb3b063794c7341adcc419b,705a05f5fb7dad56fac864160b593dc1,0.1450561
d92187353706fcd79204a760385266c8,17462e3f37ec9de10590392a2b43cab4,0.01709954
08c3a1126c25abdeeb66cbb7b033c03a,315d2923409fb1a0aef94fb72d38f6f1,0.1035599
b6e7777aa93e5f9d0c00e55826f6fd25,262815227a5be683b966ad79ce6ba098,0
75433422369ee0663a1b29e92eb9b176,0255c422a233a11a687279e90df486d8,0.119141
f18ae73279e854ce6a3c993b012ce690,b25c99b686cf9c83021c750d77f60d81,0.005130811
16d7f9888eb50648b352c5b4cb3b1a56,d83645bb1a980d69a244a68b907265ba,0.03280819
f4fee50e76f9bf7c4aae81a15d79d3d8,4694c427ad1175052496124f01e7066b,0
956d97a6b7168e87bf6c48280b36044b,3a23e71f9394df2ba2e7ba2743fd18bc,0.06751233
26d118ae68ed1a25bf687fc8583aedcd,ff012d4759d0c94e901eb990e21c19bb,0.01182907
0b3ed7dcb6b3d82c7c5aacbd71f9d88d,efffaeae59c7345e5c5a089b61e3315a,0.5252353
ddd1f005923090546835c2c0924cd8fc,cb3040719d4427660a8c1229a48dde23,0.1748942
cb14ed431b6d6c02f010f2324c71bfbd,bfaa0ddf261cc24bdab4ffaf5a99a6df,0.02770168
100040e03d2239c406252cc1e1dcac43,acbe85c0b91c56cb71b39277a632eb3b,0
85c6691c5e4317f60af69c054a4a1928,2dc3b52000df88aa52526323df51d85f,0.003153869
242500425f525ebec17870d020c23311,2263afe38794c73bc464cde7184d63b0,0.4265755
6b4d3e6a231026a169e38a6e43eb7729,77090fd8ef4f4d70826825b0c67d5681,0
83b219d1bbcab5ab39555f65c22790ac,6f61edc504a28f2ef1db59d015ff0e60,0.310529
dbc56b75cd96efe3e5ebaf4504955d34,0dbf8afa287cc7bbae27a974ebc03e6a,0.05854929
448fabb5e06bb132b9db180596e9ce83,fe339012d5c079230a630cb270787a6f,0.01407505
bfd49af3c2f62a55c56f40e71cb8a4bd,1cbb184276d348f3e8da173ad17bee4d,0.03496652
d9b652fcca34195d18ad90df1f07958a,b3a7cfc3fc33ebc3162e1030a74fc3d2,0.08260026
31ffda68eb2e6fc79ba94df7ad306039,261f9e856e716e35f1d0168daf8d2962,0.008899516
8b2b9a4017606cf4a5948437a3e79e1b,112439db25f368cbde24f4cef92bb515,0.2485035
e8fdbce783fbfc1d462ef4881e1b40f4,844db1a03803d96c2260214566909265,0.1144901
1cc08427a7fc64cf56d77f33a0017e6a,2156cba5239c48ed0517bf5962294efa,0.03243754
5a7a9d48e654c1bf5ba32343aa065ba1,2620127b4b8990ad5924691fa62a8e6a,0.1334114
4026a463849b66e209fbe5dcd0a5f660,feeffc58adb90958674a453942109832,0.4580759
f72fb8a347421b029777f2dd53ead1df,ddd1a28f0aa3726a93535f445d114f6c,0.08650482
b9a765ce448d1dc28bb33b24daa18e93,f16c1dbd20b0628e7b86c32348354db9,0.602562
0278beda884e7ed557c47dcb02ebfdca,3ab75b5c86f2e18dc8ea5885cc289433,0.2362744
3671e863b1b9ad5834acd769fe2ec0e4,238efef1b3d4c190a3f82d25e359d22a,0.07302037
1a75c02ec47e6a69d4331d94329235d9,f358147e06bfed10385874d9aa704fdc,0
9406bdbc9fd30891099eef67dca09e5a,24177cbaa71516d4256863d4e885c0a5,0.4171742
60de6cbe32f1689bd644ae2ed4336984,379481907b4b8f6b691146a61ddd39e8,0.00307301
a15addfe0bdbd9cc29deb51f058dbef5,e0f52d75673288163d7691f2e72c2aeb,0
2af50de7352315225df98c59ae4445cf,a963c5aa8b2dd66682baa994e71ef890,0.1789089
6c9d7b275b8fd9dfb7439204a98f3003,b508ca30bd01c74a1f16d4547a7cc00d,0.07159318
c4298e215b83305cd749a227c546fc63,9654f74b23dbc742d96ea63289d209fe,0.04294364
381053fd91f32bf07b7490593a992896,5c64976293eddffa074bc595eb26c7da,0.1407226
9b21e2ba70cf862200d66655f5576b79,9b42f2a460265913cee224462f4cbdc2,0.7913191
e39e648bdf84c55ad728db9da2dea876,2097beff3568bad7302af59425d781f6,0
0180a440a9b9bce1cb9965d8f047de55,b5330d6e6e61f2a8dc8efbf6e9215e45,0.2781099
29528c8aae96673632f20315e145453d,d6094f5bc9f3b7f9e788a8aa8235fde6,0.5535048
1617d9c1f92a77fba410634a1c3c9868,33fb86fe009f48acec2a63ce6c7948b3,0.383192
9406bdbc9fd30891099eef67dca09e5a,7c777f95cf8e21949d3ce0880fd64948,0
d368af917b07f21943e4ec955e257777,b7c2d02f98fadedf142e53f9ecfe33bf,0.2432288
f127f3862115b49b4e0ec9cd88cf11ab,7f0d740929d8114773ca40e483329ad1,0.007088803
f66161dffd1e7d939e7b55eb823629ad,0a676cbd2396c37d91a8a634301fbb63,0.4357232
f66161dffd1e7d939e7b55eb823629ad,13c6a8ff4f28e20de78769957304af51,0.0940389
c86645dad2735444d07510b40c8e691a,a3a2ee23713788e04e3fd2a196b83e30,0.00763625
9d51e50d075f2e1e811669e4c460106d,13146d26f9af94cdb334da891e65ab23,0.09148575
9be42620845f7224616b219f860123ce,bf6301d1ee2bd77610823dd30ea034dd,0.05218806
6e68eebc143b87a68075aef267fbdbf3,88ff8292e7b664b077b94c3589cc2aca,0.05355333
eb56d505fdec78e498b926744f7ad394,768e91cc735eb16038b69653c0b04ef6,0
592a5969d0a37b48463f22b21b05327f,187325b9e18501d82a734e4d2a821c81,0.8120642
1068df1443f327289af3ce3c99e4787e,9f12a0c5eab17baf173016c844153a43,0
ca2f00f1d887a0bea991e02f7bec92e6,4fba66c3037dc3a059550af3caabe127,0.1707403
14b49f2306af75e54375bac5c6f87d02,580de1e334d93274b846694a631f6e06,0.3539421
09795ce3740313b9d77885083480cae5,df5ec58a328034270f70663428b2ab87,0.5045514
d92187353706fcd79204a760385266c8,7273b12cf45fb37ac82adec6378acef4,0.01266333
4ab2055385e1eac057b25aec7675731c,2c4f8cf0f10b00f07369f474c5e96616,0
735489d6d718718076ffe10ebbd01631,a12eb83330f27b5ee31e0a08c5ace378,0
13f41a93f61cccce1607ac9ecc188660,19c98baaacaeec2c5a5fcd245557a4c6,0
ff03486300fcf249b6fc5d88726b03f4,e13391dba170914c7939b7fde9414268,0.00662723
d6f147577fac953cb3f35af6598c81e3,ec7fcd27d3d405bdd032ccb4fac8a382,0.02113637
46989edd2e5369e8ea5fb5aa45433a1a,44fd9c2a32c628bbcb192a125e9cf7e4,0.1193413
69a017fb7e5a02a803e808c3c281c602,c2a74ae397a3962e1c6c179e16b90baa,0
a7e21b08d7dfdd7cd372a0e4d540c7c6,6f5edb84270495df82f4fa474541690b,0.6831762
3d237e299b34252a4ddf9e9a1bfd1ffd,380bb19679a3e71e2c14bcd84834a699,0.7579329
a0c6cff489ecb7a1cb91ecc41c3967b5,333f97cdf2f7fc9781565125faf9a03f,0
0f929b143d6c670874ae558f21f49bad,8c918c713047b335ac9645e24bbbb831,0
969f5d5dd41f7702eb9ce5002bd9992b,cfe56ba7a42b6e7f42f916e111673064,0.3096075
a11a846ac27226af0a5c7c879181004c,76a02658b666e8a277ebfb62f8037044,0.1563119
ca71be3b63d4ef490fcc25640b3d5713,78131ec8f502c3b41b605abfc1449d08,0
73484f083468523e11df7d68df512210,5fc0256155eae107f0e68fa7c91039fc,0.01530516
655510ac0ac3fe7ad0329ea86cce64de,54efe05db8b3f38ce5f37a67eefa2a3f,0.1107794
743437c33eababb513ca07ae59b081fc,893bf96bc3abd681f7398b5e70e276f9,0.1612183
875daba349fb4ad7cd9762c76286cea3,3a6c59659f96012159483448762a2238,0.2177172
25d769e0ee4a62e21950f36dc1bedf6f,3a9cc28531cef197ff085dc31f32b9dc,0.01890614
f26f271cb409afa46a4c1926aae504da,b529fb6fbcab5f06435f18b9cb23ee51,0.04877453
552a4340852f88c09a7804bf8f2261ed,248d9bd45a1886bfe86b61cd1a63abee,0.2294359
c5243328ee1ca029493c478231442469,2959e9b1d52f1c6fe201d8230a8aa8f6,0.114294
a639104b0aae76e583cabf15be292e02,0870e21e6930d57ba54de1d6a5f335f7,0.4098985
df975952f834068a1fb8b69459e7d54e,d6b43a1397c589d8e6fa85b5c523fda7,0.4599124
f66161dffd1e7d939e7b55eb823629ad,c7d1be8312d7fa1ae962cb4b3cad1bee,0.07781364
8d89f011242c76cdba38c4b1590df6ac,6a70b13f95c9612f0b7d72d64576ea1c,0.3511355
40ed7a89f51921e410d278658b6563ac,11ad9ba3c2e2094475f03a79902f7056,0
eac75cca1fa173f1786c769a136b49e5,926e9ac92b6af520231e0066169f4162,0.05828552
ee420b090684fea642869fd3d8df68e1,4d0e6be164040674cf092bd862dd1fea,0.003168051
7de3f1e613a2b838022c11933f2877d6,43bd23ddd4642df650d21d056d54da8e,0.8398367
d2429b1445f7e930b21acc064e928bae,66d73dfb9f4b884e50fd8844f86dda0d,0.04915528
729b2150e8437ca1bde55348b1c88b16,cb0c563c7dd3ca8670203756d4037300,0.006558411
334b0e6fc973e38fa178fbaa19602282,2097beff3568bad7302af59425d781f6,0.0970253
98e6d22381d2bc297a797a32b0138eb7,07b177629b15cc31a0d481a237483a54,0.009618744
64d2821d662e31d8c86bdc35fa251f94,c43790fc193a880937438c4eb3da9f2b,0
c18319ddcb344228b273e971f98ab275,5419acb1feb6c217e9124d08f2c29020,0
eca2bef6691678dca0361e8eebed40cf,22d0e5d6024affcd55e3eeda61308bd4,0
aebb949ccbcdcc52c16e5573a73c378f,806e5ec9c0b3e5ccc952208aca2d12fc,0.1176101
6dd3cb1333adc6ddc9118e66bde0fe7d,509016d1a1a7619c379e4911cf1d3694,0.03577247
69773cb728a9f2283133144e8db6a595,f62d09c3705b02219ddbf66546a216a9,0.1620246
2ac150a267757db595117d78ab2590e6,0e7051abd1f3ec678e5b829ec94db08f,0.2563823
29be8ff4d42d77d18595156adc7c650a,6ef7df348012534836c9919f64713f21,0
c18319ddcb344228b273e971f98ab275,9a6d27eed21791c7918c9679b211a9e0,0.01642853
c6268bee5f892de25f3d169e2ef060c1,d123c3c659abf3fb944fadd9dd2992c6,0.02415076
e1d273518b2fdc2c1d6320d6b8aeaae7,906db9aef3c16df545363071431b3582,0.02008508
cd9a979daf78cfbade545ed41ed54ea5,0cedb0f6a85a7200c694c0fb77965638,0.01225901
